State,Constituency,Candidate,Party,Criminal_Cases,Education,Age,Total_Assets,Total_Liabilities
MAHARASHTRA,NASHIK,SANJAY SUKHDEV GHODKE,BAHUJAN REPUBLICAN SOCIALIST PARTY,0,OTHERS,48,3291484,2350000
MAHARASHTRA,NASHIK,SHARAD DAMU DHANRAO,IND,0,12TH PASS,40,165000,0
MAHARASHTRA,NASHIK,SHIVNATH VITHOBA KASAR,BAHUJAN MUKTI PARTY,0,10TH PASS,54,,
MAHARASHTRA,NASHIK,SUDHIR SHRIDHAR DESHMUKH,IND,1,POST GRADUATE,58,15447971,500000
MAHARASHTRA,NASHIK,VILAS MADHUKAR DESALE (PATIL),IND,0,10TH PASS,46,25701660,0
MAHARASHTRA,OSMANABAD,OMPRAKASH BHUPALSINH ALIAS PAVAN RAJENIMBALKAR,SHS,4,12TH PASS,35,,
MAHARASHTRA,OSMANABAD,ANNASAHEB RAMCHANDRA RATHOD,BHARTIYA BAHUJAN KRANTI DAL,4,12TH PASS,50,1382000,170
MAHARASHTRA,OSMANABAD,ARJUN (DADA) SALGAR,VANCHIT BAHUJAN AAGHADI,3,8TH PASS,39,45000,1100000
MAHARASHTRA,OSMANABAD,ARYANRAJE KISANRAO SHINDE,IND,0,GRADUATE PROFESSIONAL,38,,
MAHARASHTRA,OSMANABAD,DEEPAK MAHADEV TATE,BHAPASE PARTY,0,10TH PASS,36,1278500,0
MAHARASHTRA,OSMANABAD,DR. SHIVAJI PANDHARINATH OMAN,BSP,0,GRADUATE PROFESSIONAL,62,9190000,90000
MAHARASHTRA,OSMANABAD,DR.VASANT RAGHUNATH MUNDE,IND,0,GRADUATE,72,,
MAHARASHTRA,OSMANABAD,GORE NETAJI NAGNATHRAO,IND,1,OTHERS,62,33532000,4400000
MAHARASHTRA,OSMANABAD,JAGANNATH NIVRUTTI MUNDE,IND,0,GRADUATE,41,16924103,1300000
MAHARASHTRA,OSMANABAD,PHULSURE VISHWANTH SADASHIV,KRANTI KARI JAI HIND SENA,0,GRADUATE,67,6030156,0
MAHARASHTRA,OSMANABAD,RANAJAGJITSINHA PADMASINH PATIL,NCP,4,GRADUATE PROFESSIONAL,47,412022397,101327317
MAHARASHTRA,OSMANABAD,SAYYAD SULTAN LADKHAN,IND,0,10TH PASS,46,,
MAHARASHTRA,OSMANABAD,SHANKAR PANDURANG GAIKWAD,IND,0,GRADUATE,33,4919328,0
MAHARASHTRA,OSMANABAD,TUKARAM DASRAO GANGAWANE,IND,0,10TH PASS,68,3050000,530000
MAHARASHTRA,PALGHAR,GAVIT RAJENDRA DHEDYA,SHS,0,GRADUATE,51,87616920,30223375
MAHARASHTRA,PALGHAR,BALIRAM SUKUR JADHAV,BAHUJAN VIKAS AAGHADI,3,8TH PASS,63,20285716,0
MAHARASHTRA,PALGHAR,BHONDAVE TAI MARUTI,IND,0,LITERATE,55,5493405,1500000
MAHARASHTRA,PALGHAR,DATTARAM JAYRAM KARBAT,IND,1,8TH PASS,55,,
MAHARASHTRA,PALGHAR,DEVRAM ZIPAR KURKUTE,AMBEDKARITE PARTY OF INDIA,0,12TH PASS,43,2420000,0
MAHARASHTRA,PALGHAR,RAJU DAMU LADE,IND,0,8TH PASS,39,,
MAHARASHTRA,PALGHAR,SANJAY LAXMAN TAMBDA,BSP,0,8TH PASS,43,840700,0
MAHARASHTRA,PALGHAR,SANJAY RAMA KOHKERA,BAHUJAN MUKTI PARTY,0,GRADUATE,32,3004847,0
MAHARASHTRA,PALGHAR,SURESH ARJUN PADAVI,VANCHIT BAHUJAN AAGHADI,2,5TH PASS,34,5790689,0
MAHARASHTRA,PALGHAR,SWAPNIL MAHADEV KOLI,IND,0,10TH PASS,49,46205437,815000
MAHARASHTRA,PALGHAR,VISHNU KAKADYA PADAVI,IND,1,10TH PASS,41,,
MAHARASHTRA,PARBHANI,JADHAV SANJAY (BANDU) HARIBHAU,SHS,6,10TH PASS,52,41040011,4519583
MAHARASHTRA,PARBHANI,ALAMGIR MOHAMMAD KHAN,VANCHIT BAHUJAN AAGHADI,1,GRADUATE,38,19410000,0
MAHARASHTRA,PARBHANI,BOBADE SAKHARAM GYANBA,IND,0,GRADUATE,43,1097350,0
MAHARASHTRA,PARBHANI,DR.APPASAHEB ONKAR KADAM,SWATANTRA BHARAT PAKSHA,0,GRADUATE PROFESSIONAL,54,,
MAHARASHTRA,PARBHANI,DR.VAIJNATH SITARAM PHAD,BSP,1,DOCTORATE,62,128100000,3027384
MAHARASHTRA,PARBHANI,GOVIND RAMRAO DESHMUKH,IND,1,8TH PASS,37,1243347,0
MAHARASHTRA,PARBHANI,HARISHCHANDRA DATTU PATIL,SANGHARSH SENA,0,GRADUATE,59,,
MAHARASHTRA,PARBHANI,KISHOR BABURAO MUNNEMANIK,IND,0,12TH PASS,35,221100,220000
MAHARASHTRA,PARBHANI,RAJAN RAMCHANDRA KSHIRSAGAR,CPI,15,GRADUATE,52,5854206,990000
MAHARASHTRA,PARBHANI,RAJESH UTTAMRAO VITEKAR,NCP,0,GRADUATE,39,52628119,4678811
MAHARASHTRA,PARBHANI,SANGITA KALYANRAO NIRMAL,IND,0,LITERATE,42,,
MAHARASHTRA,PARBHANI,SANTOSH GOVIND RATHOD,BHARTIYA BAHUJAN KRANTI DAL,0,GRADUATE,35,1607000,50000
MAHARASHTRA,PARBHANI,SHAIKH SALIM SHAIKH IBRAHIM,BAHUJAN MAHA PARTY,0,5TH PASS,45,50000,0
MAHARASHTRA,PARBHANI,SUBHASH ASHOKRAO AMBHORE (DUDHGAONKAR),AMBEDKAR NATIONAL CONGRESS,0,OTHERS,31,,
MAHARASHTRA,PARBHANI,UTTAMRAO PANDURANGRAO RATHOD,BAHUJAN MUKTI PARTY,0,GRADUATE PROFESSIONAL,66,9588650,0
MAHARASHTRA,PARBHANI,YASHWANT RAMBHAU KASBE,BAHUJAN REPUBLICAN SOCIALIST PARTY,0,POST GRADUATE,51,1405000,300000
MAHARASHTRA,PUNE,GIRISH BHALCHANDRA BAPAT,BJP,1,GRADUATE,68,57959302,1793891
MAHARASHTRA,PUNE,ADV. KUMAR DEVBA KALEL PATIL,IND,0,GRADUATE PROFESSIONAL,38,306000,432900
MAHARASHTRA,PUNE,ADV. MAHESH GAJENDRAGADKAR,SWARNA BHARAT PARTY,0,POST GRADUATE,57,16457070,94000
MAHARASHTRA,PUNE,ADV. RAMESH DEVARAM DHARMAVAT,PEOPLE’S UNION PARTY,0,GRADUATE PROFESSIONAL,37,,
MAHARASHTRA,PUNE,AMOL ALIAS YABES S. TUJARE,IND,3,12TH PASS,34,25000,0
MAHARASHTRA,PUNE,AMOL JAYRAJ SHINDE,HUM BHARTIYA PARTY,0,POST GRADUATE,32,390000,0
MAHARASHTRA,PUNE,ANAND PRAKASH VANJAPE,IND,0,OTHERS,43,,
MAHARASHTRA,PUNE,BALASAHEB MISAL PATIL,BAHUJAN MUKTI PARTY,0,GRADUATE,44,1925349,80000
MAHARASHTRA,PUNE,CHANDRAKANT PARMESHWAR SAWANT,IND,0,12TH PASS,46,5886000,4391625
MAHARASHTRA,PUNE,HEMANT BABURAO KOLEKAR PATIL ALIAS HEMANT PATIL,IND,1,8TH PASS,48,50595000,900000
MAHARASHTRA,PUNE,JADHAV ANIL NARAYAN,VANCHIT BAHUJAN AAGHADI,1,12TH PASS,35,,
MAHARASHTRA,PUNE,JAFAR KHURSID CHOUDHARI,IND,0,5TH PASS,58,215000,400000
MAHARASHTRA,PUNE,JAVED SHABBIR SAYYED,IND,0,8TH PASS,43,100000,0
MAHARASHTRA,PUNE,JOHNSON VASANT KOLHAPURE,IND,0,8TH PASS,49,,
MAHARASHTRA,PUNE,KRUPAL PALUSKAR,PRABUDDHA REPUBLICAN PARTY,0,POST GRADUATE,33,552000,0
MAHARASHTRA,PUNE,KSHIRSAGAR KANCHAN DEVDAS,IND,0,GRADUATE,48,1355000,0
MAHARASHTRA,PUNE,NIKHIL UMESH ZINGADE,BHARATIYA PRAJA SURAJYA PAKSHA,0,POST GRADUATE,33,2750000,2300000
MAHARASHTRA,PUNE,PROF. NALAWADE HANMANT MAHADEO,AMBEDKARITE PARTY OF INDIA,0,POST GRADUATE,49,4700000,3100000
MAHARASHTRA,PUNE,RAHUL VISHWAS JOSHI,IND,0,GRADUATE,42,,
MAHARASHTRA,PUNE,RAJESH SURENDRAKUMAR AGARWAL,HAMARI APNI PARTY,1,GRADUATE PROFESSIONAL,48,42151794,2851036
MAHARASHTRA,PUNE,RAKESH PRABHAKAR CHAVAN,IND,0,8TH PASS,45,20608100,600000
MAHARASHTRA,PUNE,RAVINDRA BANSIRAM MAHAPURE,IND,0,LITERATE,52,,
MAHARASHTRA,PUNE,SANJAY BABURAO JADHAV,IND,0,10TH PASS,47,2215000,165000
MAHARASHTRA,PUNE,SAYYAD RAJ FAIYAZ,BHARTIYA KISAN PARTY,0,GRADUATE,42,5200000,3650000
MAHARASHTRA,PUNE,SUHAS POPAT GAJARMAL,RASHTRIYA JANSHAKTI PARTY (SECULAR),0,12TH PASS,33,771,22000
MAHARASHTRA,PUNE,UTTAM PANDURANG SHINDE,BSP,1,GRADUATE,52,245310000,0
MAHARASHTRA,RAIGAD,TATKARE SUNIL DATTATRAY,NCP,0,OTHERS,64,127487277,3221073
MAHARASHTRA,RAIGAD,ANANT GANGARAM GEETE,SHS,0,10TH PASS,67,54422110,21341268
MAHARASHTRA,RAIGAD,AVINASH VASANT PATIL,IND,0,5TH PASS,53,4000,0
MAHARASHTRA,RAIGAD,GAJENDRA PARSHURAM TURBADKAR,KRANTI KARI JAI HIND SENA,0,12TH PASS,50,,
MAHARASHTRA,RAIGAD,GHAG SANJAY ARJUN,IND,3,10TH PASS,47,21864480,3550000
MAHARASHTRA,RAIGAD,MADHUKAR MAHADEV KHAMKAR,IND,0,10TH PASS,42,1938900,0
MAHARASHTRA,RAIGAD,MILIND BHAGURAM SALVI,BSP,2,8TH PASS,61,,
MAHARASHTRA,RAIGAD,MUNAFAR JAINUBHIDIN CHOUDHARY,IND,0,5TH PASS,44,1095000,500000
MAHARASHTRA,RAIGAD,NATHURAM BHAGURAM HATE,BAHUJAN MUKTI PARTY,0,10TH PASS,58,9146178,840000
MAHARASHTRA,RAIGAD,SUBHASH JANARDAN PATIL,IND,0,10TH PASS,50,2862500,0
MAHARASHTRA,RAIGAD,SUMAN BHASKAR KOLI,VANCHIT BAHUJAN AAGHADI,0,5TH PASS,61,11042707,519330
MAHARASHTRA,RAIGAD,SUNIL PANDURANG TATKARE,IND,0,8TH PASS,43,,
MAHARASHTRA,RAIGAD,SUNIL SAKHARAM TATKARE,IND,0,8TH PASS,43,1032988,266000
MAHARASHTRA,RAIGAD,YOGESH KADAM,IND,0,12TH PASS,29,,
MAHARASHTRA,RAMTEK,KRUPAL BALAJI TUMANE,SHS,0,GRADUATE,53,,
MAHARASHTRA,RAMTEK,ANIL MAHADEO DHONE,IND,0,8TH PASS,54,9495186,2100000
MAHARASHTRA,RAMTEK,ARCHANA CHANDRAKUMAR UKEY,RASHTRIYA JANSAMBHAVNA PARTY,0,12TH PASS,45,52000,0
MAHARASHTRA,RAMTEK,BANDU RAMCHANDRA MESHRAM,CPI(ML) RED STAR,0,12TH PASS,51,,
MAHARASHTRA,RAMTEK,CHANDRABHAN BALIRAM RAMTEKE,RASHTRIYA JANSURAJYA PARTY,0,12TH PASS,57,7455000,150000
MAHARASHTRA,RAMTEK,GAUTAM SHRIRAM WASNIK,IND,0,5TH PASS,44,925000,100000
MAHARASHTRA,RAMTEK,KANTESHWAR KHUSHALJI TUMANE,IND,0,10TH PASS,32,,
MAHARASHTRA,RAMTEK,KIRAN PREMKUMAR RODGE,VANCHIT BAHUJAN AAGHADI,0,LITERATE,58,8100000,0
MAHARASHTRA,RAMTEK,KISHORE UTTAMRAO GAJBHIYE,INC,0,POST GRADUATE,61,76190424,259920
MAHARASHTRA,RAMTEK,LAXMAN JYOTIK KANHEKAR,PEOPLES PARTY OF INDIA (DEMOCRATIC),0,DOCTORATE,62,7456820,0
MAHARASHTRA,RAMTEK,NATTHU MADHAV LOKHANDE,IND,0,DOCTORATE,70,9920000,0
MAHARASHTRA,RAMTEK,SANDESH BHIORAM BHALEKAR,IND,0,GRADUATE PROFESSIONAL,68,,
MAHARASHTRA,RAMTEK,SHAILESH SAMBHAJI JANBANDHU,SUCI(C),0,12TH PASS,44,2791420,0
MAHARASHTRA,RAMTEK,SONALI RAVINDRA BAGDE,IND,0,GRADUATE PROFESSIONAL,34,15000,0
MAHARASHTRA,RAMTEK,SUBHASH DHARMDAS GAJBHIYE,BSP,0,10TH PASS,29,,
MAHARASHTRA,RAMTEK,VINOD BHIWAJI PATIL,AMBEDKARITE PARTY OF INDIA,0,10TH PASS,51,498000,0
MAHARASHTRA,RATNAGIRI SINDHUDURG,VINAYAK BHAURAO RAUT,SHS,3,POST GRADUATE,65,50660534,2830000
MAHARASHTRA,RATNAGIRI SINDHUDURG,ADV. SANJAY SHARAD GANGNAIK,SAMAJWADI FORWARD BLOC,0,GRADUATE PROFESSIONAL,51,11829351,0
MAHARASHTRA,RATNAGIRI SINDHUDURG,AMBERKAR PANDHARINATH VIDYADHAR,IND,1,8TH PASS,39,5621192,0
MAHARASHTRA,RATNAGIRI SINDHUDURG,BHIKURAM KASHIRAM PALKAR,BAHUJAN MUKTI PARTY,0,GRADUATE,63,,
MAHARASHTRA,RATNAGIRI SINDHUDURG,KISHOR SIDU VARAK,BSP,2,12TH PASS,29,924800,160000
MAHARASHTRA,RATNAGIRI SINDHUDURG,MARUTI RAMCHANDRA JOSHI,VANCHIT BAHUJAN AAGHADI,0,8TH PASS,74,3493826,0
MAHARASHTRA,RATNAGIRI SINDHUDURG,NARAYAN DASHARATH GAVAS,IND,0,GRADUATE PROFESSIONAL,41,,
MAHARASHTRA,RATNAGIRI SINDHUDURG,NAVINCHANDRA BHALCHANDRA BANDIVADEKAR,INC,0,10TH PASS,62,124520857,16820672
MAHARASHTRA,RATNAGIRI SINDHUDURG,NILESH BHIKAJI BHATADE,IND,0,GRADUATE,28,316000,0
MAHARASHTRA,RATNAGIRI SINDHUDURG,RAJESH DILIPKUMAR JADHAV,BAHUJAN REPUBLICAN SOCIALIST PARTY,0,GRADUATE,33,202000,0
MAHARASHTRA,RATNAGIRI SINDHUDURG,VINAYAK LAVU RAUT,IND,1,8TH PASS,48,,
MAHARASHTRA,RAVER,KHADSE RAKSHA NIKHIL,BJP,0,GRADUATE,31,,
MAHARASHTRA,RAVER,ADAKMOL ROHIDAS RAMESH,AMBEDKARITE PARTY OF INDIA,0,12TH PASS,41,226000,0
MAHARASHTRA,RAVER,AJIT NAMDAR TADVI,RASTRIYA AAM JAN SEVA PARTY,0,8TH PASS,31,15000,0
MAHARASHTRA,RAVER,D. D. WANI [PHOTOGRAPHER],IND,0,10TH PASS,58,,
MAHARASHTRA,RAVER,DR.ULHAS VASUDEO PATIL,INC,1,POST GRADUATE,59,198503281,4508413
MAHARASHTRA,RAVER,GAURAV DAMODAR SURWADE,IND,0,10TH PASS,35,105000,0
MAHARASHTRA,RAVER,MADHUKAR SOPAN PATIL,HINDUSTAN JANTA PARTY,0,GRADUATE,70,50000,0
MAHARASHTRA,RAVER,NAZMIN SHAIKH RAMJAN,IND,0,8TH PASS,33,,0
MAHARASHTRA,RAVER,ROSHAN AARA SADIQUE ALI,IUML,0,12TH PASS,37,1626675,958112
MAHARASHTRA,RAVER,TAWAR VIJAY JAGAN,IND,0,10TH PASS,42,,0
MAHARASHTRA,RAVER,YOGENDRA VITHTHAL KOLATE,BSP,1,DOCTORATE,41,,
MAHARASHTRA,SANGLI,SANJAYKAKA PATIL,BJP,1,10TH PASS,54,191192187,23345328
MAHARASHTRA,SANGLI,ABHIJIT VAMANRAO AWADE-BICHUKLE,IND,2,GRADUATE,43,441102,0
MAHARASHTRA,SANGLI,ADHIK SAMPAT CHANNE,IND,2,GRADUATE,39,665000,0
MAHARASHTRA,SANGLI,BHAKTRAJ RAGHUNATH THIGALE,IND,0,8TH PASS,54,,
MAHARASHTRA,SANGLI,DATTATRAY PANDIT PATIL,IND,0,5TH PASS,47,3771000,10000
MAHARASHTRA,SANGLI,GOPICHAND KUNDLIK PADALKAR,VANCHIT BAHUJAN AAGHADI,5,12TH PASS,36,10372000,42000
MAHARASHTRA,SANGLI,HIMMAT PANDURANG KOLI,IND,1,OTHERS,47,,
MAHARASHTRA,SANGLI,NALAGE ANANDA SHANKAR,BALIRAJA PARTY,1,12TH PASS,50,126260,90000
MAHARASHTRA,SANGLI,NARAYAN CHANDAR MULIK,IND,3,8TH PASS,75,7068279,152000
MAHARASHTRA,SANGLI,RAJENDRA NAMDEV KAVTHEKAR,BAHUJAN MUKTI PARTY,0,GRADUATE PROFESSIONAL,43,14900000,4900000
MAHARASHTRA,SANGLI,SHANKAR MARTAND MANE,BSP,4,10TH PASS,31,,
MAHARASHTRA,SATARA,BHONSLE SHRIMANT CHHATRAPATI UDAYANRAJE PRATAPASINH MAHARAJ,NCP,8,12TH PASS,53,,
MAHARASHTRA,SATARA,ABHIJIT WAMANRAO -BICHUKALE,IND,2,GRADUATE,43,324408,0
MAHARASHTRA,SATARA,ANANDA RAMESH THORAWADE,BSP,0,GRADUATE,39,3855260,10408891
MAHARASHTRA,SATARA,DILIP SHREERANG JAGTAP,BAHUJAN REPUBLICAN SOCIALIST PARTY,0,GRADUATE PROFESSIONAL,48,1305600,283500
MAHARASHTRA,SATARA,NARENDRA ANNASAHEB PATIL,SHS,4,12TH PASS,44,152801213,51954358
MAHARASHTRA,SATARA,PANJABRAO MAHADEV PATIL,IND,1,5TH PASS,53,,
MAHARASHTRA,SATARA,SAGAR SHARAD BHISE,IND,2,8TH PASS,31,1487000,1000000
MAHARASHTRA,SATARA,SAHDEV KERAPPA AIWALE,VANCHIT BAHUJAN AAGHADI,0,GRADUATE PROFESSIONAL,63,1427313,400000
BYE ELECTION ON 21-10-2019 : MAHARASHTRA,SATARA,SHRINIWAS DADASAHEB PATIL,NCP,0,POST GRADUATE,78,,
BYE ELECTION ON 21-10-2019 : MAHARASHTRA,SATARA,ADV. SHIVAJIRAO JADHAV ALIAS KAVIVARY SUSHILKUMAR BHOSAREKAR,IND,0,GRADUATE PROFESSIONAL,48,52370000,0
BYE ELECTION ON 21-10-2019 : MAHARASHTRA,SATARA,ALANKRUTA ABHIJIT BICHUKALE,IND,0,POST GRADUATE,40,445321,0
BYE ELECTION ON 21-10-2019 : MAHARASHTRA,SATARA,CHANDRKANT TATU KHANDAIT,VANCHIT BAHUJAN AAGHADI,0,GRADUATE,51,,
BYE ELECTION ON 21-10-2019 : MAHARASHTRA,SATARA,SHIVAJI NARAYAN BHOSALE,IND,0,12TH PASS,48,36116000,400000
BYE ELECTION ON 21-10-2019 : MAHARASHTRA,SATARA,SHRIMANT CHH. UDYANRAJE PRATAPSINHMAHARAJ BHONSLE,BJP,8,12TH PASS,53,2011705843,18281463
BYE ELECTION ON 21-10-2019 : MAHARASHTRA,SATARA,VENKATESHWAR MAHA SWAMIJI (KATAKADHOND D.G.),HINDUSTAN JANTA PARTY,0,GRADUATE,32,9,99000
MAHARASHTRA,SHIRDI,SADASHIV KISAN LOKHANDE,SHS,1,10TH PASS,57,113710526,205100
MAHARASHTRA,SHIRDI,ADV. AMOLIK GOVIND BABURAO,IND,0,GRADUATE PROFESSIONAL,67,2419200,400000
MAHARASHTRA,SHIRDI,ASHOK ANAJI WAKCHAURE,IND,6,POST GRADUATE,50,6006000,0
MAHARASHTRA,SHIRDI,ASHOK JAGDISH JADHAV,RASHTRIYA MARATHA PARTY,0,GRADUATE,56,,
MAHARASHTRA,SHIRDI,BANSI BHAURAO SATPUTE,CPI,1,GRADUATE PROFESSIONAL,58,13605985,1622993
MAHARASHTRA,SHIRDI,BAPU PARAJI RANDHIR,IND,0,GRADUATE,53,6185000,270000
MAHARASHTRA,SHIRDI,BORAGE SHANKAR HARIBHAU,IND,0,GRADUATE,50,,
MAHARASHTRA,SHIRDI,GANPAT MACHINDRA MORE,IND,0,GRADUATE,51,2099072,45000
MAHARASHTRA,SHIRDI,KAMBLE BHAUSAHEB MALHARI,INC,1,OTHERS,64,26419995,1935504
MAHARASHTRA,SHIRDI,PRADIP SUNIL SARODE,IND,9,12TH PASS,32,113801,0
MAHARASHTRA,SHIRDI,PRAKASH KACHARU AAHER,BAHUJAN REPUBLICAN SOCIALIST PARTY,1,POST GRADUATE,55,7258501,85000
MAHARASHTRA,SHIRDI,SACHIN SADASHIV GAWANDE,IND,0,GRADUATE,27,,
MAHARASHTRA,SHIRDI,SAMPAT KHANDU SAMINDAR,IND,0,GRADUATE,66,2168164,0
MAHARASHTRA,SHIRDI,SANJAY LAXMAN SUKHDAN,VANCHIT BAHUJAN AAGHADI,2,GRADUATE,39,,
MAHARASHTRA,SHIRDI,SUBHASH DADA TRIBHUWAN,IND,1,5TH PASS,45,2927000,2220000
MAHARASHTRA,SHIRDI,SURESH EKNATH JAGDHANE,BSP,0,OTHERS,58,16277083,0
MAHARASHTRA,SHIRDI,WAKCHAURE BHAUSAHEB JAYRAM,IND,0,LITERATE,51,2957808,289450
MAHARASHTRA,SHIRDI,WAKCHAURE BHAUSAHEB RAJARAM,IND,0,GRADUATE PROFESSIONAL,69,89493665,6141795
MAHARASHTRA,SHIRUR,AMOL RAMSING KOLHE,NCP,0,GRADUATE PROFESSIONAL,38,43351521,1488116
MAHARASHTRA,SHIRUR,AADHALRAO SHIVAJI DATTATREY,SHS,10,OTHERS,64,290165511,49898166
MAHARASHTRA,SHIRUR,BALASAHEB JAYSINGH GHADAGE,IND,1,10TH PASS,59,,
MAHARASHTRA,SHIRUR,BHAU RAMCHANDRA AADAGALE,IND,0,10TH PASS,59,10549500,35000
MAHARASHTRA,SHIRUR,CHHAYA PRABHAKAR SOLANKE,IND,0,GRADUATE,29,7822405,750000
MAHARASHTRA,SHIRUR,GANGADHAR NATHU YADAV,IND,0,POST GRADUATE,43,,
MAHARASHTRA,SHIRUR,GHARE MOHAN DAMODAR,BALIRAJA PARTY,0,8TH PASS,52,13986000,4000000
MAHARASHTRA,SHIRUR,KAGADI JAMIRKHAN AFZAL,BSP,4,GRADUATE,44,42840000,5700000
MAHARASHTRA,SHIRUR,OVHAL RAHUL RAGHUNATH,VANCHIT BAHUJAN AAGHADI,2,8TH PASS,36,1199794,60000
MAHARASHTRA,SHIRUR,RAEESA SHAKIL SHAIKH,BHARTIYA KISAN PARTY,0,POST GRADUATE,45,5190000,3650000
MAHARASHTRA,SHIRUR,SAMSHAD ANWAR ANSARI,IND,0,12TH PASS,30,,
MAHARASHTRA,SHIRUR,SANJAY BABA BANSODE,BHARTIYA BAHUJAN KRANTI DAL,0,8TH PASS,42,15361250,170000
MAHARASHTRA,SHIRUR,SANJAY LAXMAN PADWAL,BHARTIYA NAVJAWAN SENA (PAKSHA),0,10TH PASS,50,225000,0
MAHARASHTRA,SHIRUR,SHAHID FARUKH SHAIKH,IND,0,5TH PASS,38,,
MAHARASHTRA,SHIRUR,SHASHIKANT RAJARAM DESAI,HAMARI APNI PARTY,0,12TH PASS,48,6326504,0
MAHARASHTRA,SHIRUR,SHIVAJI UTTAMRAO PAWAR,IND,0,12TH PASS,31,4773000,2355000
MAHARASHTRA,SHIRUR,SOMNATH HIRAMAN MALI,BAHUJAN REPUBLICAN SOCIALIST PARTY,6,8TH PASS,47,56300,75000
MAHARASHTRA,SHIRUR,SONALI THORAT,IND,0,8TH PASS,35,3300690,9200
MAHARASHTRA,SHIRUR,VAHIDA SHAHENU SHAIKH,IND,0,10TH PASS,38,,
MAHARASHTRA,SHIRUR,VIKAS RAJARAM AASHTUL,IND,0,8TH PASS,41,23000,0
MAHARASHTRA,SHIRUR,VINOD VASANT CHANDGUDE,IND,1,POST GRADUATE,34,4485000,1300000
MAHARASHTRA,SOLAPUR,SHRI. SHA. BRA. DR. JAY SIDDESHWAR SHIVACHRYA MAHASWAMIJI,BJP,0,GRADUATE,63,,
MAHARASHTRA,SOLAPUR,AD. KARANDE MANISHA MANOHAR,IND,0,GRADUATE PROFESSIONAL,37,20000,0
MAHARASHTRA,SOLAPUR,AD. VIKRAM UTTAM KASABE,IND,0,POST GRADUATE,43,99924,0
MAHARASHTRA,SOLAPUR,PROF. DR. OHAL ARJUN GENA,BAHUJAN MUKTI PARTY,0,DOCTORATE,52,,
MAHARASHTRA,SOLAPUR,SHRI AMBEDKAR PRAKASH YASHWANT,VANCHIT BAHUJAN AAGHADI,0,GRADUATE PROFESSIONAL,64,58722916,0
MAHARASHTRA,SOLAPUR,SHRI ASHOK BHAGAVAN UGHADE,IND,0,8TH PASS,65,393000,0
MAHARASHTRA,SOLAPUR,SHRI BHISE KRISHNA NAGNATH,BAHUJAN MAHA PARTY,0,12TH PASS,34,,
MAHARASHTRA,SOLAPUR,SHRI GAYDHANKAR VISHNU SHIDRAM,BHARATIYA PRAJA SURAJYA PAKSHA,0,GRADUATE,34,56100,0
MAHARASHTRA,SOLAPUR,SHRI KHANDARE SUDARSHAN RAYCHAND,IND,0,12TH PASS,33,2114000,20000
MAHARASHTRA,SOLAPUR,SHRI PATOLE MALHARI GULAB,IND,0,10TH PASS,70,373280,0
MAHARASHTRA,SOLAPUR,SHRI SHINDE SUSHILKUMAR SAMBHAJIRAO,INC,0,GRADUATE PROFESSIONAL,77,380358711,4750000
MAHARASHTRA,SOLAPUR,SHRIVENKATESWAR MAHA SWAMIJI (KATAKDHOND. D. G.),HINDUSTAN JANTA PARTY,0,GRADUATE,31,9,45000
MAHARASHTRA,THANE,RAJAN BABURAO VICHARE,SHS,9,12TH PASS,57,181441465,54080733
MAHARASHTRA,THANE,AJAY BABURAM GUPTA,BHARAT JAN AADHAR PARTY,0,GRADUATE,48,46237825,22322000
MAHARASHTRA,THANE,ANAND PRAKASH PARANJPE,NCP,11,POST GRADUATE,45,117277230,52183748
MAHARASHTRA,THANE,BRAMHADEV RAMBAKSHI PANDEY,SARVODAYA BHARAT PARTY,0,12TH PASS,36,,
MAHARASHTRA,THANE,DIGAMBAR YALAPPA BANSODE,IND,0,5TH PASS,55,1640000,0
MAHARASHTRA,THANE,DILIP PRABHAKAR ALONI,AKHIL BHARATIYA JAN SANGH,0,POST GRADUATE,63,11444000,0
MAHARASHTRA,THANE,DR. AKSHAY ANANT ZODGE,IND,0,POST GRADUATE,32,,
MAHARASHTRA,THANE,HEMANT KISAN PATIL,SANATAN SANSKRITI RAKSHA DAL,0,8TH PASS,45,27149433,245000
MAHARASHTRA,THANE,MADHAVILATA DINESHKUMAR MAURYA,JAN ADHIKAR PARTY,0,12TH PASS,42,9969620,8450000
MAHARASHTRA,THANE,OMKAR NATH TIWARI,HINDUSTHAN NIRMAN DAL,0,GRADUATE,32,841300,189156
MAHARASHTRA,THANE,OMPRAKASH SHRILAL PAL,IND,1,10TH PASS,35,3210000,0
MAHARASHTRA,THANE,POKHARKAR VINOD LAXMAN,IND,1,10TH PASS,35,,
MAHARASHTRA,THANE,PRABHAKAR ANANT JADHAV,BAHUJAN REPUBLICAN SOCIALIST PARTY,0,10TH PASS,63,9888423,0
MAHARASHTRA,THANE,RAJESH SIDHANNA KAMBLE,BAHUJAN MUKTI PARTY,0,GRADUATE,40,,
MAHARASHTRA,THANE,RAJESHCHANNA BAIJNATH JAISWAR,BSP,0,10TH PASS,48,4088000,2108675
MAHARASHTRA,THANE,RAMESH KUMAR SHRIVASTAV,IND,0,5TH PASS,63,6015000,0
MAHARASHTRA,THANE,SUBHASHCHANDRA RATANDEO JHA,SARDAR VALLABHBHAI PATEL PARTY,0,GRADUATE,50,12280000,111000
