State,Constituency,Candidate,Party,Gender,Criminal_Cases,Education,Age,Total_Assets,Total_Liabilities,Source_URL,Year
ODISHA,NABARANGPUR,NOTA,NONE OF THE ABOVE,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,KANDHAMAL,SUKANTA KUMAR PANIGRAHI,BHARATIYA JANATA PARTY,,4,,57.0,"70,71,617",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,KANDHAMAL,ACHYUTANANDA SAMANTA,BIJU JANATA DAL,,0,,60.0,"71,43,693",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,KANDHAMAL,AMIR CHAND NAYAK,INDIAN NATIONAL CONGRESS,,0,,63.0,"1,33,77,820",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,KANDHAMAL,BHAGIRATHI BALIARSINGH,MANAS LOKSHAKTI DAL,,0,,55.0,"21,68,333",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,KANDHAMAL,KANAK MANJARI RATH,INDEPENDENT,,0,,68.0,"70,60,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,KANDHAMAL,HARIBANDHU BEHERA,BAHUJAN SAMAJ PARTY,,0,,29.0,"10,15,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,KANDHAMAL,SUBASH MOHAPATRA,NATIONAL JAN DAL,,3,,50.0,"16,42,681",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,KANDHAMAL,PARSURAM PRADHAN,KALINGA SENA,,0,,55.0,"9,70,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,KANDHAMAL,NOTA,NONE OF THE ABOVE,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,CUTTACK,BHARTRUHARI MAHTAB,BHARATIYA JANATA PARTY,,1,,66.0,"19,90,52,799",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,CUTTACK,SANTRUPT MISRA,BIJU JANATA DAL,,0,,58.0,"4,82,21,02,948",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,CUTTACK,SURESH MOHAPATRA,INDIAN NATIONAL CONGRESS,,2,,67.0,"1,04,17,605",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,CUTTACK,PRAMOD KUMAR MALLICK,BAHUJAN SAMAJ PARTY,,0,,52.0,"9,88,302",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,CUTTACK,NIRANJAN PATI,INDEPENDENT,,0,,49.0,"27,52,509",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,CUTTACK,SOBHA PANDEY,INDEPENDENT,,0,,50.0,"18,23,27,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,CUTTACK,PRAKASH CHANDRA SAHOO,KRUPAA PARTY,,0,,47.0,"27,50,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,CUTTACK,RAJAKISHORE MALLIK,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),,0,,57.0,"1,69,500",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,CUTTACK,GOKULANANDA MISHRA,INDEPENDENT,,0,,36.0,"14,46,272",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,CUTTACK,MINATI PATNAIK,SAMRUDDHA ODISHA,,0,,64.0,"33,50,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,CUTTACK,NOTA,NONE OF THE ABOVE,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,KENDRAPARA,BAIJAYANT PANDA,BHARATIYA JANATA PARTY,,0,,60.0,"1,48,08,78,708",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,KENDRAPARA,ANSHUMAN MOHANTY,BIJU JANATA DAL,,0,,40.0,"5,12,96,234",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,KENDRAPARA,SIDHARTH SWARUP DASH,INDIAN NATIONAL CONGRESS,,0,,38.0,"2,98,11,380",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,KENDRAPARA,SOUBHAGYA KETAN SAMAL,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),,0,,63.0,"19,61,722",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,KENDRAPARA,SEKHA SADIKA HOSEN,BAHUJAN SAMAJ PARTY,,0,,43.0,"13,03,974",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,KENDRAPARA,SUPRAVA DAS,AKHIL BHARTIYA PARIVAR PARTY,,0,,49.0,"12,75,074",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,KENDRAPARA,SRIRAM PANDEY,INDEPENDENT,,0,,63.0,"18,23,27,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,KENDRAPARA,SANTOSH KUMAR PATRA,INDEPENDENT,,0,,43.0,"4,92,317",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,KENDRAPARA,PRATAP CHANDRA MOHANTY,INDEPENDENT,,3,,44.0,"4,67,035",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,KENDRAPARA,PRANGYAN PRAKASH MOHAPATRA,ODISHA JANATA PARTY,,0,,38.0,"45,70,567",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,KENDRAPARA,NOTA,NONE OF THE ABOVE,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,JAGATSINGHPUR,BIBHU PRASAD TARAI,BHARATIYA JANATA PARTY,,3,,59.0,"1,79,74,886",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,JAGATSINGHPUR,DR. RAJASHREE MALLICK,BIJU JANATA DAL,,0,,60.0,"7,14,23,329",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,JAGATSINGHPUR,RABINDRA KUMAR SETHY,INDIAN NATIONAL CONGRESS,,2,,70.0,"4,98,92,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,JAGATSINGHPUR,RAMESH CHANDRA SETHY,COMMUNIST PARTY OF INDIA,,0,,56.0,"39,27,621",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,JAGATSINGHPUR,PEEYUUSH DAS,AMBEDKARITE PARTY OF INDIA,,0,,41.0,"8,67,500",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,JAGATSINGHPUR,BIBHUTI BHUSAN MAJHI,BAHUJAN SAMAJ PARTY,,0,,53.0,"6,061",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,JAGATSINGHPUR,MAHESWAR DAS,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),,0,,69.0,"17,075",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,JAGATSINGHPUR,SANKAR DAS,INDEPENDENT,,0,,61.0,"16,96,757",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,JAGATSINGHPUR,SILI MALLICK,SAMRUDDHA ODISHA,,0,,40.0,"1,28,685",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,JAGATSINGHPUR,ARJUNA CHARAN BEHERA,INDEPENDENT,,0,,65.0,"4,33,31,232",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,JAGATSINGHPUR,BHANUMATI DAS,UTKAL SAMAJ,,0,,50.0,"1,500",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,JAGATSINGHPUR,NOTA,NONE OF THE ABOVE,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,PURI,SAMBIT PATRA,BHARATIYA JANATA PARTY,,0,,50.0,"1,98,06,997",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,PURI,ARUP MOHAN PATNAIK,BIJU JANATA DAL,,0,,68.0,"22,97,51,288",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,PURI,JAYANARAYAN PATTANAYAK,INDIAN NATIONAL CONGRESS,,5,,56.0,"2,59,73,405",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,PURI,SANTANU KUMAR DAS,BAHUJAN SAMAJ PARTY,,0,,56.0,"1,41,98,700",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,PURI,SUBASH CHANDRA BHOI,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),,0,,52.0,"19,500",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,PURI,SOBHA PANDEY,INDEPENDENT,,0,,50.0,"18,23,27,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,PURI,DILLIP KUMAR BARAL,INDEPENDENT,,1,,36.0,"4,032",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,PURI,NOTA,NONE OF THE ABOVE,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,BHUBANESWAR,APARAJITA SARANGI,BHARATIYA JANATA PARTY,,0,,54.0,"4,62,54,213",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,BHUBANESWAR,MANMATH KUMAR ROUTRAY,BIJU JANATA DAL,,2,,42.0,"15,57,37,279",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,BHUBANESWAR,SYED YASHIR NAWAZ,INDIAN NATIONAL CONGRESS,,37,,30.0,"3,70,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,BHUBANESWAR,SURESH CHANDRA PANIGRAHY,COMMUNIST PARTY OF INDIA (MARXIST),,7,,59.0,"14,89,903",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,BHUBANESWAR,HULAS SENAPATI,INDEPENDENT,,0,,58.0,"2,76,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,BHUBANESWAR,KISHOR KUMAR SUTAR,INDEPENDENT,,0,,46.0,"75,00,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,BHUBANESWAR,SUDHANSU SEKHAR DAS,INDEPENDENT,,0,,60.0,"4,11,00,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,BHUBANESWAR,SANTOSH KUMAR MISHRA,INDEPENDENT,,0,,59.0,"9,88,023",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,BHUBANESWAR,SANGEETA PATTANAIK,ODISHA JANATA PARTY,,0,,42.0,"13,80,800",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,BHUBANESWAR,PRADEEP KUMAR SAHOO,KALINGA SENA,,0,,48.0,"47,64,777",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,BHUBANESWAR,SANTILATA ROUT,SUPREME ZERO PARTY OF BHARAT,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,BHUBANESWAR,NATABAR MAHARANA,BHARATIYA BIKASH PARISHAD,,0,,57.0,"25,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,BHUBANESWAR,NOTA,NONE OF THE ABOVE,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,ASKA,ANITA SUBHADARSHINI,BHARATIYA JANATA PARTY,,0,,52.0,"2,47,99,399",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,ASKA,RANJITA SAHU,BIJU JANATA DAL,,0,,32.0,"2,61,96,931",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,ASKA,DEBAKANTA SARMA,INDIAN NATIONAL CONGRESS,,0,,41.0,"1,83,45,481",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,ASKA,SANJAYA KUMAR BISHOYI,INDEPENDENT,,1,,42.0,"5,63,234",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,ASKA,PAPUNU SAHU,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),,0,,28.0,"1,32,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,ASKA,PITABAS SAHU,SANATAN SANSKRITI RAKSHA DAL,,1,,37.0,"42,71,519",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,ASKA,BRUNDABANA NAHAK,BAHUJAN SAMAJ PARTY,,0,,37.0,"6,70,500",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,ASKA,NOTA,NONE OF THE ABOVE,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,BERHAMPORE,DR. PRADEEP KUMAR PANIGRAHY,BHARATIYA JANATA PARTY,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,BERHAMPORE,BHRUGU BAXIPATRA,BIJU JANATA DAL,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,BERHAMPORE,RASMI RANJAN PATNAIK,INDIAN NATIONAL CONGRESS,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,BERHAMPORE,V CHANDRA SHEKHAR,INDEPENDENT,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,BERHAMPORE,BHASKAR CHAUDHORY,BAHUJAN SAMAJ PARTY,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,BERHAMPORE,SOMANATH BEHERA,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,BERHAMPORE,SIRIN TAMMANA,INDEPENDENT,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,BERHAMPORE,BOMMALI KANTA RAO,NABA BHARATA NIRMANA SEVA PARTY,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,BERHAMPORE,RAM SANKAR SATAPATHY,INDEPENDENT,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,BERHAMPORE,RAJENDRA DALABEHERA,BHARATIYA BIKASH PARISHAD,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,BERHAMPORE,SANTOSH KUMAR SAHU,ALL INDIA FORWARD BLOC,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,BERHAMPORE,NOTA,NONE OF THE ABOVE,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,KORAPUT,SAPTAGIRI SANKAR ULAKA,INDIAN NATIONAL CONGRESS,,0,,45.0,"7,09,56,659",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,KORAPUT,KAUSALYA HIKAKA,BIJU JANATA DAL,,0,,37.0,"3,50,09,152",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,KORAPUT,KALIRAM MAJHI,BHARATIYA JANATA PARTY,,3,,45.0,"1,50,08,400",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,KORAPUT,DAMINI JANI,BAHUJAN SAMAJ PARTY,,0,,42.0,"19,92,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,KORAPUT,PRAKASH HIKAKA,COMMUNIST PARTY OF INDIA (MARXIST-LENINIST) (LIBERATION),,0,,49.0,"2,08,700",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,KORAPUT,LASU HANTAL,INDEPENDENT,,0,,34.0,"19,84,590",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,KORAPUT,RAGHUMANI GOMANGO,INDEPENDENT,,0,,60.0,"3,55,10,234",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,KORAPUT,ABINASH GOMANGO,INDEPENDENT,,0,,29.0,"4,11,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,KORAPUT,SUMAN KANTA,NABA BHARATA NIRMANA SEVA PARTY,,0,,36.0,"27,05,580",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,KORAPUT,SANTOSH KUMAR BIDIKA,REPUBLICAN PARTY OF INDIA (A),,0,,31.0,"2,50,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,KORAPUT,PRAMILA PUJARI,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),,0,,25.0,"20,625",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ODISHA,KORAPUT,NOTA,NONE OF THE ABOVE,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,GURDASPUR,SUKHJINDER SINGH RANDHAWA,INDIAN NATIONAL CONGRESS,,0,,65.0,"7,12,53,181",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,GURDASPUR,DINESH SINGH BABBU,BHARATIYA JANATA PARTY,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,GURDASPUR,AMANSHER SINGH (SHERY KALSI),AAM AADMI PARTY,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,GURDASPUR,DR. DALJIT SINGH CHEEMA,SHIROMANI AKALI DAL,,1,,62.0,"3,52,31,651",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,GURDASPUR,GURINDER SINGH BAJWA,SHIROMANI AKALI DAL (AMRITSAR)(SIMRANJIT SINGH MANN),,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,GURDASPUR,SANT SEWAK,INDEPENDENT,,0,,37.0,"25,15,980",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,GURDASPUR,RAJ KUMAR,BAHUJAN SAMAJ PARTY,,0,,64.0,"2,98,48,030",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,GURDASPUR,SANTOSH KAUR,INDEPENDENT,,0,,50.0,"84,18,115",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,GURDASPUR,SAMUEL SONI,INDEPENDENT,,0,,41.0,"97,83,045",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,GURDASPUR,SURJIT SINGH,INDEPENDENT,,0,,34.0,"31,38,848",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,GURDASPUR,SANJEEV SINGH,INDEPENDENT,,0,,48.0,"11,38,85,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,GURDASPUR,SURINDER SINGH,INDEPENDENT,,0,,66.0,"94,40,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,GURDASPUR,GURPREET KAUR BAJWA,INDEPENDENT,,0,,26.0,"25,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,GURDASPUR,SANJEEV MANHAS,INDEPENDENT,,0,,44.0,"6,82,05,434",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,GURDASPUR,ROBI MASIH,INDEPENDENT,,0,,28.0,"2,88,293",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,GURDASPUR,SANTOSH KUMARI,MEGH DESHAM PARTY,,0,,49.0,"38,44,297",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,GURDASPUR,RAMESH KUMAR TOLLA,BHARATHEEYA JAWAN KISAN PARTY,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,GURDASPUR,AMIT AGGARWAL,INDEPENDENT,,0,,53.0,"81,33,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,GURDASPUR,TARSEM MASIH SAHOTA,INDEPENDENT,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,GURDASPUR,TILAK RAJ,INDEPENDENT,,0,,46.0,"1,53,342",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,GURDASPUR,RANJODH SINGH,JAN SEWA DRIVER PARTY,,0,,53.0,"18,00,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,GURDASPUR,I.S.GULATI,INDEPENDENT,,0,,61.0,"38,50,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,GURDASPUR,RAMESH LAL,NATIONAL REPUBLIC PARTY OF INDIA,,0,,44.0,"9,35,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,GURDASPUR,JAGDISH MASIH,INDEPENDENT,,0,,49.0,"28,31,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,GURDASPUR,JATINDER KUMAR SHARMA,BHARTIYA RASHTRIYA DAL,,0,,50.0,"47,82,056",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,GURDASPUR,DARBARA SINGH,NATIONALIST JUSTICE PARTY,,0,,61.0,"32,44,245",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,GURDASPUR,NOTA,NONE OF THE ABOVE,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,AMRITSAR,GURJEET SINGH AUJLA,INDIAN NATIONAL CONGRESS,,0,,51.0,"5,35,08,591",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,AMRITSAR,KULDEEP SINGH DHALIWAL,AAM AADMI PARTY,,1,,61.0,"2,10,86,696",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,AMRITSAR,TARANJIT SINGH SANDHU SAMUNDRI,BHARATIYA JANATA PARTY,,0,,61.0,"39,92,90,384",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,AMRITSAR,ANIL JOSHI,SHIROMANI AKALI DAL,,0,,60.0,"13,88,79,059",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,AMRITSAR,EMAAN SINGH MANN,SHIROMANI AKALI DAL (AMRITSAR)(SIMRANJIT SINGH MANN),,0,,52.0,"5,21,71,957",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,AMRITSAR,SATBIR SINGH JAMMU,INDEPENDENT,,0,,64.0,"5,94,65,834",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,AMRITSAR,VISHAL SIDHU,BAHUJAN SAMAJ PARTY,,0,,38.0,"20,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,AMRITSAR,DASWINDER KAUR,COMMUNIST PARTY OF INDIA,,0,,59.0,"21,86,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,AMRITSAR,SHARANJIT KAUR,INDEPENDENT,,0,,39.0,"11,00,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,AMRITSAR,AMANPREET SINGH MAHADIPUR,INDEPENDENT,,0,,31.0,"87,22,753",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,AMRITSAR,GURINDER SINGH SABHI GILL,INDEPENDENT,,0,,55.0,"46,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,AMRITSAR,SAHIB SINGH,INDEPENDENT,,0,,44.0,"15,99,600",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,AMRITSAR,SHAMSHER SINGH SHERA,INDEPENDENT,,0,,30.0,"23,00,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,AMRITSAR,SHAM LAL GANDHI,INDEPENDENT,,0,,42.0,"40,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,AMRITSAR,LOVEPREET SHARMA,AAS PUNJAB PARTY,,0,,34.0,"44,65,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,AMRITSAR,MASTER HARJINDER PAL,INDEPENDENT,,0,,59.0,"55,55,689",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,AMRITSAR,JASPAL MASIH,INDEPENDENT,,0,,46.0,"12,82,304",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,AMRITSAR,RESHAM SINGH,INDEPENDENT,,0,,28.0,"1,85,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,AMRITSAR,BAL KRISHAN SHARMA,INDEPENDENT,,0,,62.0,"4,59,26,541",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,AMRITSAR,SIMRANPREET SINGH,INDEPENDENT,,0,,26.0,"35,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,AMRITSAR,NARINDER KAUR,AAM JANTA PARTY (INDIA),,0,,61.0,"62,18,503",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,AMRITSAR,DILDAR MASIH,SHIROMANI LOK DAL PARTY,,0,,47.0,"27,70,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,AMRITSAR,RAJINDER KUMAR SHARMA,INDEPENDENT,,0,,59.0,"6,70,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,AMRITSAR,BALWINDER SINGH,INDEPENDENT,,0,,53.0,"3,02,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,AMRITSAR,GURPREET SINGH RATTAN,REPUBLICAN PARTY OF INDIA (ATHAWALE),,0,,36.0,"22,36,332",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,AMRITSAR,DR RAMESH KUMAR,SACHO SACH PARTY,,0,,45.0,"69,00,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,AMRITSAR,GAGANDEEP,INDEPENDENT,,0,,37.0,"4,00,051",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,AMRITSAR,PRITHVI PAL,INDEPENDENT,,0,,66.0,"26,07,500",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
